time	V(out)	V(n001)	V(n002)
4.071310894547419e-005	5.666583e+000	5.509389e+000	9.999333e+000
4.271310894547419e-005	4.590912e+000	4.421465e+000	9.999333e+000
4.471310894547418e-005	3.442873e+000	3.263812e+000	9.999333e+000
4.671310894547418e-005	2.240571e+000	2.054687e+000	9.999333e+000
4.890100000000001e-005	8.863739e-001	6.961962e-001	9.999333e+000
4.990000000000000e-005	2.599819e-001	6.911483e-002	9.999333e+000
4.990100000000000e-005	2.593539e-001	6.848652e-002	9.999333e+000
4.990110000000000e-005	2.592911e-001	6.842369e-002	9.986165e+000
4.990130000000000e-005	2.591655e-001	6.829803e-002	9.935537e+000
4.990160000000000e-005	2.589771e-001	6.810953e-002	9.790356e+000
4.990212000000000e-005	2.586505e-001	6.778282e-002	9.398751e+000
4.990324000000000e-005	2.579468e-001	6.707912e-002	8.419069e+000
4.990452000000000e-005	2.571422e-001	6.627489e-002	7.448844e+000
4.990708000000001e-005	2.555322e-001	6.466643e-002	5.843881e+000
4.991074772740520e-005	2.532246e-001	6.236197e-002	4.084657e+000
4.991456085737007e-005	2.508247e-001	5.996616e-002	2.787492e+000
4.991866102996216e-005	2.482437e-001	5.738999e-002	1.839739e+000
4.992238892379557e-005	2.458966e-001	5.504772e-002	1.257776e+000
4.992628373537827e-005	2.434425e-001	5.260058e-002	8.483160e-001
4.993002021393334e-005	2.410849e-001	5.025291e-002	5.808943e-001
4.993391861272294e-005	2.386219e-001	4.780350e-002	3.917325e-001
4.993769355048203e-005	2.362348e-001	4.543167e-002	2.671567e-001
4.994157016550763e-005	2.337821e-001	4.299594e-002	1.804875e-001
4.994535681347065e-005	2.313858e-001	4.061674e-002	1.229631e-001
4.994921835335229e-005	2.289418e-001	3.819048e-002	8.319430e-002
4.995301726515274e-005	2.265373e-001	3.580358e-002	5.661521e-002
4.995686936889672e-005	2.240994e-001	3.338324e-002	3.833784e-002
4.996067653000863e-005	2.216901e-001	3.099114e-002	2.606949e-002
4.996452145989812e-005	2.192573e-001	2.857531e-002	1.766512e-002
4.996833446494262e-005	2.168449e-001	2.617954e-002	1.200569e-002
4.997217439776969e-005	2.144159e-001	2.376685e-002	8.139033e-003
4.997599161179296e-005	2.120017e-001	2.136843e-002	5.529346e-003
4.997982798341018e-005	2.095757e-001	1.895797e-002	3.749756e-003
4.998364818289215e-005	2.071604e-001	1.655767e-002	2.546735e-003
4.998748201969462e-005	2.047368e-001	1.414881e-002	1.727489e-003
4.999130434804761e-005	2.023209e-001	1.174717e-002	1.173033e-003
4.999513638326304e-005	1.998993e-001	9.339434e-003	7.958190e-004
4.999896022754093e-005	1.974833e-001	6.936843e-003	5.403166e-004
5.000279098070903e-005	1.950632e-001	4.529911e-003	3.666097e-004
5.000661590424463e-005	1.926472e-001	2.126642e-003	2.488826e-004
5.001044574527524e-005	1.902285e-001	-2.797175e-004	1.688834e-004
5.001810062919076e-005	1.853952e-001	-5.089421e-003	7.779740e-005
5.003134211949104e-005	1.770378e-001	-1.340929e-002	2.096336e-005
5.006283863954874e-005	1.571760e-001	-3.319899e-002	9.692992e-007
5.007657129733766e-005	1.485248e-001	-4.182708e-002	1.498818e-007
5.007846430088519e-005	1.473346e-001	-4.301497e-002	1.057571e-007
5.008009196985086e-005	1.463537e-001	-4.387449e-002	8.972009e-008
5.008054883988335e-005	1.461558e-001	-4.392482e-002	8.556836e-008
5.008080513932036e-005	1.461124e-001	-4.392659e-002	8.338547e-008
5.008094065990724e-005	1.461094e-001	-4.399502e-002	8.225849e-008
5.008103791631789e-005	1.461096e-001	-4.406742e-002	8.146183e-008
5.008115030680418e-005	1.461093e-001	-4.414540e-002	8.055419e-008
5.008137508777678e-005	1.461084e-001	-4.429902e-002	7.877738e-008
5.008180488944275e-005	1.461067e-001	-4.459096e-002	7.550964e-008
5.008262344015584e-005	1.461034e-001	-4.514375e-002	6.973587e-008
5.009408315013908e-005	1.460577e-001	-5.263857e-002	2.561699e-008
5.010717996154851e-005	1.460077e-001	-6.097666e-002	9.299109e-009
5.013337358436736e-005	1.459139e-001	-7.748827e-002	1.237525e-009
5.018576083000505e-005	1.457482e-001	-1.104111e-001	-9.628433e-011
5.029053532128044e-005	1.454744e-001	-1.762335e-001	1.266682e-011
5.041894627128682e-005	1.452167e-001	-2.568944e-001	-7.165864e-012
5.058010978384837e-005	1.449832e-001	-3.581030e-001	2.843949e-012
5.075984562564396e-005	1.447992e-001	-4.709278e-001	-2.794080e-012
5.098553618376694e-005	1.446348e-001	-6.125063e-001	1.427840e-012
5.125158188156028e-005	1.444887e-001	-7.792300e-001	-1.096140e-012
5.157498117671212e-005	1.443435e-001	-9.815735e-001	8.227865e-013
5.197826886820310e-005	1.441827e-001	-1.233246e+000	-7.641137e-013
5.253916552996672e-005	1.439747e-001	-1.581650e+000	5.824676e-013
5.438638497648805e-005	1.433491e-001	-2.712541e+000	1.635497e-014
5.638638497648804e-005	1.427518e-001	-3.896209e+000	1.509730e-014
5.838638497648804e-005	1.422286e-001	-5.018431e+000	1.393590e-014
6.038638497648803e-005	1.417718e-001	-6.061510e+000	1.286384e-014
6.238638497648803e-005	1.413762e-001	-7.008995e+000	1.187462e-014
6.438638497648803e-005	1.410392e-001	-7.845943e+000	1.096215e-014
6.470261600841834e-005	1.409900e-001	-7.969905e+000	-2.719415e-006
6.501884704034865e-005	1.409425e-001	-8.090170e+000	-4.225142e-006
6.533507807227896e-005	1.408966e-001	-8.206740e+000	-4.517179e-006
6.565130910420928e-005	1.408523e-001	-8.319613e+000	-3.595528e-006
6.596754013613959e-005	1.408095e-001	-8.428790e+000	-1.460187e-006
6.628377116806990e-005	1.407684e-001	-8.534272e+000	1.888842e-006
6.660000220000021e-005	1.407289e-001	-8.636057e+000	6.451561e-006
6.660001073427047e-005	1.407289e-001	-8.636059e+000	6.447377e-005
6.660001506023876e-005	1.407289e-001	-8.636061e+000	1.251034e-004
6.660002371217535e-005	1.407289e-001	-8.636064e+000	3.206413e-004
6.660004101604854e-005	1.407289e-001	-8.636068e+000	9.913391e-004
6.660007562379493e-005	1.407289e-001	-8.636080e+000	3.447606e-003
6.660014483928769e-005	1.407289e-001	-8.636102e+000	1.279088e-002
6.660028327027323e-005	1.407289e-001	-8.636146e+000	4.897342e-002
6.660056013224429e-005	1.407288e-001	-8.636233e+000	1.823595e-001
6.660100000000000e-005	1.407288e-001	-8.636373e+000	4.829181e-001
6.660130790742899e-005	1.407288e-001	-8.636470e+000	7.699887e-001
6.660165980163354e-005	1.407289e-001	-8.636581e+000	1.085112e+000
6.660236359004267e-005	1.407291e-001	-8.636805e+000	1.676339e+000
6.660377116686093e-005	1.407300e-001	-8.637250e+000	2.720827e+000
6.660658632049744e-005	1.407328e-001	-8.638142e+000	4.421626e+000
6.661051924564106e-005	1.407385e-001	-8.639386e+000	6.187212e+000
6.661508364659063e-005	1.407470e-001	-8.640830e+000	7.564679e+000
6.662045827421350e-005	1.407588e-001	-8.642529e+000	8.562608e+000
6.662675536198704e-005	1.407741e-001	-8.644519e+000	9.223197e+000
6.663447604795476e-005	1.407939e-001	-8.646955e+000	9.632891e+000
6.664396607438446e-005	1.408191e-001	-8.649949e+000	9.853354e+000
6.665627733238665e-005	1.408521e-001	-8.653828e+000	9.954734e+000
6.669753732307591e-005	1.409634e-001	-8.666782e+000	9.998688e+000
6.759764298153429e-005	1.432362e-001	-8.934919e+000	9.999333e+000
6.759832139609825e-005	1.432378e-001	-8.935111e+000	9.999333e+000
6.759849099973924e-005	1.432177e-001	-8.935481e+000	9.999333e+000
6.759861141607413e-005	1.431265e-001	-8.936803e+000	9.999333e+000
6.759868747661174e-005	1.429003e-001	-8.939318e+000	9.999333e+000
6.759877779687865e-005	1.421580e-001	-8.945497e+000	9.999333e+000
6.759888895492939e-005	1.404963e-001	-8.957021e+000	9.999333e+000
6.759892334272071e-005	1.397321e-001	-8.961387e+000	9.999333e+000
6.759894039197535e-005	1.392605e-001	-8.963301e+000	9.999333e+000
6.759894519860408e-005	1.391190e-001	-8.963538e+000	9.999333e+000
6.759894998397899e-005	1.389761e-001	-8.963552e+000	9.999333e+000
6.759895194557659e-005	1.389175e-001	-8.963548e+000	9.999333e+000
6.759895469754393e-005	1.388353e-001	-8.963545e+000	9.999333e+000
6.759895912912668e-005	1.387028e-001	-8.963539e+000	9.999333e+000
6.759896730167436e-005	1.384585e-001	-8.963527e+000	9.999333e+000
6.759898364676972e-005	1.379696e-001	-8.963500e+000	9.999333e+000
6.759901633696045e-005	1.369912e-001	-8.963443e+000	9.999333e+000
6.759908171734189e-005	1.350325e-001	-8.963319e+000	9.999333e+000
6.759917085370620e-005	1.323594e-001	-8.963136e+000	9.999333e+000
6.759926672663957e-005	1.294819e-001	-8.962929e+000	9.999333e+000
6.759938903092172e-005	1.258086e-001	-8.962658e+000	9.999333e+000
6.759953639814122e-005	1.213806e-001	-8.962327e+000	9.999333e+000
6.759972005673890e-005	1.158610e-001	-8.961913e+000	9.999333e+000
6.759993738742766e-005	1.093296e-001	-8.961427e+000	9.999333e+000
