time	V(out)	V(n001)	V(n002)
6.759811551668479e-005	-5.236262e-002	-8.935052e+000	9.999333e+000
6.759827776748958e-005	-5.265995e-002	-8.935277e+000	9.999333e+000
6.759860226909916e-005	-5.424910e-002	-8.936368e+000	9.999333e+000
6.759862489514590e-005	-5.451521e-002	-8.936626e+000	9.999333e+000
6.759867014723938e-005	-5.574152e-002	-8.937913e+000	9.999333e+000
6.759876065142633e-005	-6.076878e-002	-8.942600e+000	9.999333e+000
6.759884611948287e-005	-6.855658e-002	-8.949085e+000	9.999333e+000
6.759885284049870e-005	-6.943882e-002	-8.949747e+000	9.999333e+000
6.759886628253037e-005	-7.164538e-002	-8.951291e+000	9.999333e+000
6.759889316659372e-005	-7.691765e-002	-8.954741e+000	9.999333e+000
6.759894460617178e-005	-8.884487e-002	-8.961743e+000	9.999333e+000
6.759895550699732e-005	-9.171929e-002	-8.962829e+000	9.999333e+000
6.759895886721654e-005	-9.267367e-002	-8.962939e+000	9.999333e+000
6.759896079744807e-005	-9.322552e-002	-8.962939e+000	9.999333e+000
6.759896359763998e-005	-9.402619e-002	-8.962935e+000	9.999333e+000
6.759896786569498e-005	-9.524659e-002	-8.962929e+000	9.999333e+000
6.759897640180496e-005	-9.768750e-002	-8.962917e+000	9.999333e+000
6.759899347402494e-005	-1.025694e-001	-8.962891e+000	9.999333e+000
6.759902761846489e-005	-1.123320e-001	-8.962834e+000	9.999333e+000
6.759909590734478e-005	-1.318476e-001	-8.962708e+000	9.999333e+000
6.759918173371423e-005	-1.563495e-001	-8.962539e+000	9.999333e+000
6.759927632412819e-005	-1.833052e-001	-8.962340e+000	9.999333e+000
6.759939591965485e-005	-2.172990e-001	-8.962083e+000	9.999333e+000
6.759954166745621e-005	-2.585816e-001	-8.961764e+000	9.999333e+000
6.759972110806028e-005	-3.091724e-001	-8.961370e+000	9.999333e+000
6.759993424082412e-005	-3.689044e-001	-8.960905e+000	9.999333e+000
6.760018873598686e-005	-4.396978e-001	-8.960358e+000	9.999333e+000
